date,close
2024-12-23,322.91992259112595
2024-12-24,324.37786665056933
2024-12-25,321.4453308835084
2024-12-26,320.53826559831873
2024-12-27,318.2640421099899
2024-12-30,315.54591717528933
2024-12-31,319.66190804452015
2025-01-01,321.46967038860885
2025-01-02,318.22487000176227
2025-01-03,322.614463263963
2025-01-06,324.19833665277537
2025-01-07,328.2485243566058
2025-01-08,331.4471199877196
2025-01-09,327.4250339909013
2025-01-10,324.7720020591853
2025-01-13,328.5099342637317
2025-01-14,331.61617768062206
2025-01-15,331.6116929334589
2025-01-16,332.2947834244361
2025-01-17,338.7628925569888
2025-01-20,335.8584849022162
2025-01-21,338.71545191069293
2025-01-22,337.7897799116337
2025-01-23,336.78815955967184
2025-01-24,342.44002151375275
2025-01-27,346.78258740478583
2025-01-28,351.11828682777264
2025-01-29,358.09928454769084
2025-01-30,358.3195362429768
2025-01-31,362.09238819005867
2025-02-03,360.5158374434521
2025-02-04,362.3769987552605
2025-02-05,361.778299113128
2025-02-06,362.41319813140046
2025-02-07,365.7573135055243
2025-02-10,361.377987715264
2025-02-11,372.82854165970207
2025-02-12,367.31431032376724
2025-02-13,360.7346718232279
2025-02-14,367.10945341307934
2025-02-17,371.5789891321271
2025-02-18,375.16910998963033
2025-02-19,378.81769810477715
2025-02-20,378.8617539997223
2025-02-21,373.8763820514466
2025-02-24,374.41366797546925
2025-02-25,370.722913072565
2025-02-26,376.25661836899434
2025-02-27,375.53952565845213
2025-02-28,371.002085130412
2025-03-03,369.3248634951814
2025-03-04,371.7232487489781
2025-03-05,368.6915228910849
2025-03-06,364.25494500104975
2025-03-07,365.69568556184174
2025-03-10,367.1491425399304
2025-03-11,364.4674310003826
2025-03-12,362.0015994124105
2025-03-13,363.37023661923934
2025-03-14,355.58638644300765
2025-03-17,348.1859379952406
2025-03-18,344.5381111505286
2025-03-19,343.5383624066548
2025-03-20,345.24355405455753
2025-03-21,352.9874854783161
2025-03-24,357.63452843081495
2025-03-25,356.8838256782234
2025-03-26,356.8890921705338
2025-03-27,351.6292819758866
2025-03-28,351.63712434973746
2025-03-31,350.22006908141356
2025-04-01,352.0204728495699
2025-04-02,347.7580455728485
2025-04-03,350.5714769180341
2025-04-04,358.73666652802535
2025-04-07,358.25904373135614
2025-04-08,360.5252743056982
2025-04-09,364.36564716682096
2025-04-10,362.28209250754213
