date,close
2024-12-23,191.47263533608202
2024-12-24,191.1329696749106
2024-12-25,193.04722907148687
2024-12-26,197.51539364379906
2024-12-27,196.88091482216961
2024-12-30,196.24852262244875
2024-12-31,200.95616990848194
2025-01-01,203.32976791683433
2025-01-02,201.9588950781836
2025-01-03,203.66310515044992
2025-01-06,202.30848778749743
2025-01-07,200.95586410139705
2025-01-08,201.74550692106484
2025-01-09,196.01609518053297
2025-01-10,191.00322513854005
2025-01-13,189.44954513297853
2025-01-14,186.62817407086018
2025-01-15,187.56387361141486
2025-01-16,185.06545507944057
2025-01-17,181.2004453079945
2025-01-20,185.23844858549236
2025-01-21,184.66668334562556
2025-01-22,184.90913649450928
2025-01-23,181.0128748829349
2025-01-24,179.58907451535617
2025-01-27,179.9417585161434
2025-01-28,176.88906391826592
2025-01-29,177.9389836991581
2025-01-30,176.38920982344965
2025-01-31,175.67035213584955
2025-02-03,174.1375230546982
2025-02-04,179.02803133749418
2025-02-05,179.04549402329516
2025-02-06,176.25853203437092
2025-02-07,178.48611797507596
2025-02-10,175.2711091544007
2025-02-11,175.8728067965239
2025-02-12,170.75577836233245
2025-02-13,167.40507345699652
2025-02-14,167.94962852380618
2025-02-17,169.86039122917546
2025-02-18,170.3479795958522
2025-02-19,170.10357722100244
2025-02-20,169.3863260581557
2025-02-21,165.6805208368052
2025-02-24,163.94126254253337
2025-02-25,162.8576793959883
2025-02-26,165.4889437888061
2025-02-27,166.39156588905075
2025-02-28,162.04115817617625
2025-03-03,162.87749464983506
2025-03-04,161.98553934220618
2025-03-05,160.38936137432637
2025-03-06,161.90907372276374
2025-03-07,164.46156911031954
2025-03-10,166.80830442611907
2025-03-11,164.75852013604506
2025-03-12,164.0437670902909
2025-03-13,164.9081057382185
2025-03-14,167.37070765457844
2025-03-17,166.21792289770468
2025-03-18,165.8048905325484
2025-03-19,163.10309576084717
2025-03-20,160.22545163621757
2025-03-21,162.22632902459642
2025-03-24,165.57526453997266
2025-03-25,165.44609069538137
2025-03-26,167.98618344519662
2025-03-27,168.94782713489084
2025-03-28,167.36363777129634
2025-03-31,168.3211141108145
2025-04-01,172.2548708712086
2025-04-02,172.21397918635927
2025-04-03,176.30744602976154
2025-04-04,169.43212973530495
2025-04-07,171.57180975049167
2025-04-08,171.84730363888326
2025-04-09,171.12810372578843
2025-04-10,171.41498487218007
2025-04-11,166.35592293621082
2025-04-14,165.85767391842646
2025-04-15,166.79587912717147
2025-04-16,170.54351743765173
2025-04-17,169.26886610276952
2025-04-18,167.2668548314043
2025-04-21,166.05812504930537
2025-04-22,168.38809187679672
2025-04-23,169.26897488522937
2025-04-24,167.9746760782954
2025-04-25,169.31830744340022
2025-04-28,169.61565803082866
2025-04-29,172.1310030902504
2025-04-30,170.36996584210166
2025-05-01,169.58372000100013
2025-05-02,168.63716772823736
2025-05-05,164.98571364184176
2025-05-06,165.7680435844641
2025-05-07,166.46689332358946
2025-05-08,166.52960171020777
2025-05-09,165.9935750624113
2025-05-12,162.51923639225475
2025-05-13,161.54254781345543
2025-05-14,160.76056593521363
2025-05-15,158.8741758874388
2025-05-16,158.53747612235472
2025-05-19,159.54589541115817
2025-05-20,164.1077574575896
2025-05-21,164.58673338531216
2025-05-22,165.27195006769531
2025-05-23,165.13697432761685
2025-05-26,160.43361432609402
2025-05-27,160.4179386573702
2025-05-28,160.610994130822
2025-05-29,166.59353389612878
2025-05-30,166.16282056269927
2025-06-02,166.96425876289814
2025-06-03,166.92741366703922
2025-06-04,164.05122585769985
2025-06-05,166.91266348034716
2025-06-06,168.84534445806034
2025-06-09,170.899428985035
2025-06-10,168.61949186247188
2025-06-11,172.21815466849478
2025-06-12,168.648457067583
2025-06-13,170.18363975553203
2025-06-16,175.82639051430857
2025-06-17,173.2667020306473
2025-06-18,171.84687394162077
2025-06-19,172.15529963741815
2025-06-20,170.90680619589156
2025-06-23,166.9827942204262
2025-06-24,167.20462161538995
2025-06-25,164.59045164446164
2025-06-26,165.80906066075963
2025-06-27,163.5720703495522
2025-06-30,167.42403166367788
2025-07-01,165.50722751292525
2025-07-02,164.757327051642
2025-07-03,166.81724808342221
2025-07-04,163.7873522873733
2025-07-07,164.39531439966356
2025-07-08,167.66795515481598
